title,platform,datetime,critic_score,critic_score_text,url,comments,upvotes,img
EverQuest: The Planes of Power Review,PC,2002-11-08 17:45:00,7.9,Good,https://www.gamespot.com/reviews/everquest-the-planes-of-power-review/1900-2897116/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Madden NFL 99 Review,N64,2002-11-08 17:43:00,8.5,Great,https://www.gamespot.com/reviews/madden-nfl-99-review/1900-2544702/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
MechAssault Review,XBOX,2002-11-08 17:05:00,9,Superb,https://www.gamespot.com/reviews/mechassault-review/1900-2897126/,1,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Rallisport Challenge Review,PC,2002-11-07 20:29:00,8.8,Great,https://www.gamespot.com/reviews/rallisport-challenge-review/1900-2897048/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
WWE SmackDown! Shut Your Mouth Review,PS2,2002-11-07 19:05:00,8.9,Great,https://www.gamespot.com/reviews/wwe-smackdown-shut-your-mouth-review/1900-2897046/,0,10,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Toxic Grind Review,XBOX,2002-11-07 14:38:00,3,Bad,https://www.gamespot.com/reviews/toxic-grind-review/1900-2896990/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
FIFA 2003 Review,PC,2002-11-06 20:54:00,9.1,Superb,https://www.gamespot.com/reviews/fifa-2003-review/1900-2896691/,0,9,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Mario Party 4 Review,GC,2002-11-06 20:08:00,7.2,Good,https://www.gamespot.com/reviews/mario-party-4-review/1900-2895138/,0,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Dynasty Warriors 3 Review,XBOX,2002-11-06 16:53:00,7.3,Good,https://www.gamespot.com/reviews/dynasty-warriors-3-review/1900-2896895/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Swingerz Golf Review,GC,2002-11-06 16:50:00,6.5,Fair,https://www.gamespot.com/reviews/swingerz-golf-review/1900-2896897/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
The Scorpion King: Rise of the Akkadian Review,GC,2002-11-06 16:15:00,4.2,Poor,https://www.gamespot.com/reviews/the-scorpion-king-rise-of-the-akkadian-review/1900-2896894/,0,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
NHL 2003 Review,XBOX,2002-11-06 16:03:00,8.3,Great,https://www.gamespot.com/reviews/nhl-2003-review/1900-2896886/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
V-Rally 3 Review,PS2,2002-11-05 18:11:00,7.2,Good,https://www.gamespot.com/reviews/v-rally-3-review/1900-2896753/,0,4,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
NBA Inside Drive 2003 Review,XBOX,2002-11-05 18:05:00,7.6,Good,https://www.gamespot.com/reviews/nba-inside-drive-2003-review/1900-2896752/,0,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Disney Golf Review,PS2,2002-11-05 17:49:00,7.3,Good,https://www.gamespot.com/reviews/disney-golf-review/1900-2896729/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Beam Breakers Review,PC,2002-11-05 13:50:00,5.6,Mediocre,https://www.gamespot.com/reviews/beam-breakers-review/1900-2895271/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Phantasy Star Online Episode I & II Review,GC,2002-11-04 17:44:00,7.8,Good,https://www.gamespot.com/reviews/phantasy-star-online-episode-i-and-ii/1900-2896605/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Football Mogul 2003 Review,PC,2002-11-04 17:08:00,4,Poor,https://www.gamespot.com/reviews/football-mogul-2003-review/1900-2896571/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Sneakers Review,XBOX,2002-11-04 16:19:00,3,Bad,https://www.gamespot.com/reviews/sneakers-review/1900-2896591/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Strike Fighters: Project 1 Review,PC,2002-11-01 19:48:00,6.6,Fair,https://www.gamespot.com/reviews/strike-fighters-project-1-review/1900-2896434/,0,4,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Age of Mythology Review,PC,2002-11-01 19:29:00,9.2,Superb,https://www.gamespot.com/reviews/age-of-mythology-review/1900-2896451/,3,15,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
TransWorld Snowboarding Review,XBOX,2002-11-01 18:33:00,7.6,Good,https://www.gamespot.com/reviews/transworld-snowboarding-review/1900-2896461/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
NHL FaceOff 2003 Review,PS2,2002-11-01 18:08:00,4.6,Poor,https://www.gamespot.com/reviews/nhl-faceoff-2003-review/1900-2896458/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Pac-Man World 2 Review,XBOX,2002-11-01 17:52:00,7.5,Good,https://www.gamespot.com/reviews/pac-man-world-2-review/1900-2896459/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
The Lord of the Rings: The Fellowship of the Ring Review,PS2,2002-11-01 17:49:00,5.5,Mediocre,https://www.gamespot.com/reviews/the-lord-of-the-rings-the-fellowship-of-the-ring-r/1900-2896460/,2,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Defender Review,PS2,2002-10-31 18:34:00,6.9,Fair,https://www.gamespot.com/reviews/defender-review/1900-2896357/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Suikoden III Review,PS2,2002-10-31 17:43:00,9.1,Superb,https://www.gamespot.com/reviews/suikoden-iii-review/1900-2896353/,4,6,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Defender Review,XBOX,2002-10-31 17:37:00,6.9,Fair,https://www.gamespot.com/reviews/defender-review/1900-2896348/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Scrabble Complete Review,PC,2002-10-31 17:12:00,7.2,Good,https://www.gamespot.com/reviews/scrabble-complete-review/1900-2896305/,0,4,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Zoo Tycoon: Marine Mania Review,PC,2002-10-31 17:05:00,6.2,Fair,https://www.gamespot.com/reviews/zoo-tycoon-marine-mania-review/1900-2896303/,0,5,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Wheel of Fortune 2003 Review,PC,2002-10-30 20:19:00,6.7,Fair,https://www.gamespot.com/reviews/wheel-of-fortune-2003-review/1900-2896198/,0,3,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Tiger Woods PGA Tour 2003 Review,GC,2002-10-30 19:25:00,8.7,Great,https://www.gamespot.com/reviews/tiger-woods-pga-tour-2003/1900-2896242/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Silent Scope 3 Review,PS2,2002-10-30 18:01:00,5,Mediocre,https://www.gamespot.com/reviews/silent-scope-3-review/1900-2896218/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Tiger Woods PGA Tour 2003 Review,PS2,2002-10-30 17:25:00,8.7,Great,https://www.gamespot.com/reviews/tiger-woods-pga-tour-2003/1900-2896217/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Tiger Woods PGA Tour 2003 Review,XBOX,2002-10-30 17:21:00,8.7,Great,https://www.gamespot.com/reviews/tiger-woods-pga-tour-2003/1900-2896216/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Virtua Tennis Review,GBA,2002-10-29 17:30:00,8.7,Great,https://www.gamespot.com/reviews/virtua-tennis-review/1900-2896043/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
NBA ShootOut 2003 (PS2) Review,PS2,2002-10-29 17:24:00,5.3,Mediocre,https://www.gamespot.com/reviews/nba-shootout-2003-ps2-review/1900-2896042/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Iron Storm Review,PC,2002-10-29 17:21:00,7,Good,https://www.gamespot.com/reviews/iron-storm-review/1900-2896004/,0,4,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Combat Mission: Barbarossa to Berlin Review,PC,2002-10-29 15:27:00,9.1,Superb,https://www.gamespot.com/reviews/combat-mission-barbarossa-to-berlin-review/1900-2896002/,0,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Robotech: Battlecry Review,GC,2002-10-28 20:34:00,6.8,Fair,https://www.gamespot.com/reviews/robotech-battlecry-review/1900-2895962/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
DDRMAX Review,PS2,2002-10-28 20:22:00,7,Good,https://www.gamespot.com/reviews/ddrmax-review/1900-2895951/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Baldur's Gate: Dark Alliance Review,GC,2002-10-28 19:54:00,7.6,Good,https://www.gamespot.com/reviews/baldurs-gate-dark-alliance-review/1900-2895937/,0,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Grand Theft Auto: Vice City Review,PS2,2002-10-28 19:47:00,9.6,Superb,https://www.gamespot.com/reviews/grand-theft-auto-vice-city-review/1900-2895954/,8,399,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Deathrow Review,XBOX,2002-10-28 19:30:00,8.7,Great,https://www.gamespot.com/reviews/deathrow-review/1900-2895952/,1,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
BloodRayne Review,PS2,2002-10-28 18:58:00,7.2,Good,https://www.gamespot.com/reviews/bloodrayne-review/1900-2895942/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
BloodRayne Review,GC,2002-10-28 18:39:00,7.2,Good,https://www.gamespot.com/reviews/bloodrayne-review/1900-2895938/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
NASCAR Thunder 2003 Review,PC,2002-10-28 17:51:00,5.1,Mediocre,https://www.gamespot.com/reviews/nascar-thunder-2003-review/1900-2895900/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Jeopardy! 2003 Review,PC,2002-10-28 17:33:00,7,Good,https://www.gamespot.com/reviews/jeopardy-2003-review/1900-2895886/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Baldur's Gate: Dark Alliance Review,XBOX,2002-10-28 17:00:00,8.5,Great,https://www.gamespot.com/reviews/baldurs-gate-dark-alliance-review/1900-2895913/,0,3,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
X-Men: Next Dimension Review,GC,2002-10-25 20:25:00,6.4,Fair,https://www.gamespot.com/reviews/x-men-next-dimension-review/1900-2895855/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
X-Men: Next Dimension Review,PS2,2002-10-25 19:35:00,6.4,Fair,https://www.gamespot.com/reviews/x-men-next-dimension-review/1900-2895843/,0,3,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Taz Wanted Review,PS2,2002-10-25 18:55:00,5,Mediocre,https://www.gamespot.com/reviews/taz-wanted-review/1900-2895839/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Taz Wanted Review,XBOX,2002-10-25 18:54:00,5,Mediocre,https://www.gamespot.com/reviews/taz-wanted-review/1900-2895841/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Combat Flight Simulator 3: Battle for Europe Review,PC,2002-10-25 18:15:00,7,Good,https://www.gamespot.com/reviews/combat-flight-simulator-3-battle-for-europe-review/1900-2895824/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Conflict: Desert Storm Review,PC,2002-10-25 16:15:00,4.8,Poor,https://www.gamespot.com/reviews/conflict-desert-storm-review/1900-2895781/,0,3,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Driver 2 Advance Review,GBA,2002-10-24 20:30:00,8.4,Great,https://www.gamespot.com/reviews/driver-2-advance-review/1900-2895730/,1,5,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Hoyle Puzzle Games Review,PC,2002-10-24 17:56:00,7,Good,https://www.gamespot.com/reviews/hoyle-puzzle-games-review/1900-2895664/,0,3,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
The Lord of the Rings: The Fellowship of the Ring Review,GBA,2002-10-24 17:43:00,2.1,Terrible,https://www.gamespot.com/reviews/the-lord-of-the-rings-the-fellowship-of-the-ring-r/1900-2895714/,0,4,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
The Lord of the Rings: The Fellowship of the Ring Review,PC,2002-10-24 17:43:00,5.7,Mediocre,https://www.gamespot.com/reviews/the-lord-of-the-rings-the-fellowship-of-the-ring-r/1900-2895654/,0,4,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Contra: Shattered Soldier Review,PS2,2002-10-23 19:02:00,7.6,Good,https://www.gamespot.com/reviews/contra-shattered-soldier-review/1900-2895593/,7,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
The Lord of the Rings: The Fellowship of the Ring Review,XBOX,2002-10-23 18:35:00,5.7,Mediocre,https://www.gamespot.com/reviews/the-lord-of-the-rings-the-fellowship-of-the-ring-r/1900-2895566/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Tony Hawk's Pro Skater 4 Review,PS2,2002-10-23 18:34:00,9.5,Superb,https://www.gamespot.com/reviews/tony-hawks-pro-skater-4-review/1900-2895577/,1,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Reign of Fire Review,PS2,2002-10-23 18:09:00,4.7,Poor,https://www.gamespot.com/reviews/reign-of-fire-review/1900-2895574/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Reign of Fire Review,XBOX,2002-10-23 18:08:00,4.9,Poor,https://www.gamespot.com/reviews/reign-of-fire-review/1900-2895575/,0,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
America's Army: Operations Review,PC,2002-10-23 17:52:00,8.4,Great,https://www.gamespot.com/reviews/americas-army-operations-review/1900-2895424/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
The House of the Dead III Review,XBOX,2002-10-23 16:46:00,6.4,Fair,https://www.gamespot.com/reviews/the-house-of-the-dead-iii-review/1900-2895568/,1,12,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Wild Arms 3 Review,PS2,2002-10-23 16:39:00,7.5,Good,https://www.gamespot.com/reviews/wild-arms-3-review/1900-2895567/,1,10,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
WTA Tour Tennis Review,XBOX,2002-10-22 18:24:00,6.6,Fair,https://www.gamespot.com/reviews/wta-tour-tennis-review/1900-2895446/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
WTA Tour Tennis Review,GC,2002-10-22 18:18:00,6.6,Fair,https://www.gamespot.com/reviews/wta-tour-tennis-review/1900-2895445/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Hoyle Board Games Review,PC,2002-10-22 18:10:00,7.5,Good,https://www.gamespot.com/reviews/hoyle-board-games-review/1900-2895435/,0,4,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Hoyle Card Games review,PC,2002-10-22 17:46:00,6.5,Fair,https://www.gamespot.com/reviews/hoyle-card-games-review/1900-2895243/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
ToeJam & Earl III: Mission to Earth Review,XBOX,2002-10-22 17:40:00,5,Mediocre,https://www.gamespot.com/reviews/toejam-and-earl-iii-mission-to-earth-review/1900-2895431/,1,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Ty the Tasmanian Tiger Review,XBOX,2002-10-22 17:33:00,7.5,Good,https://www.gamespot.com/reviews/ty-the-tasmanian-tiger-review/1900-2895425/,1,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Ty the Tasmanian Tiger Review,PS2,2002-10-22 17:27:00,7.5,Good,https://www.gamespot.com/reviews/ty-the-tasmanian-tiger-review/1900-2895422/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Ty the Tasmanian Tiger Review,GC,2002-10-22 17:20:00,7.5,Good,https://www.gamespot.com/reviews/ty-the-tasmanian-tiger-review/1900-2895421/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Taz Wanted Review,PC,2002-10-22 15:04:00,5.1,Mediocre,https://www.gamespot.com/reviews/taz-wanted-review/1900-2895369/,1,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
"The Lord of the Rings, The Two Towers Review",PS2,2002-10-21 19:26:00,8.1,Great,https://www.gamespot.com/reviews/the-lord-of-the-rings-the-two-towers/1900-2895276/,2,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Need for Speed: Hot Pursuit 2 Review,PC,2002-10-21 18:14:00,7.2,Good,https://www.gamespot.com/reviews/need-for-speed-hot-pursuit-2-review/1900-2895260/,5,6,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Dual Blades Review,GBA,2002-10-21 17:38:00,7,Good,https://www.gamespot.com/reviews/dual-blades-review/1900-2895267/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Sub Rebellion Review,PS2,2002-10-21 17:26:00,6.9,Fair,https://www.gamespot.com/reviews/sub-rebellion-review/1900-2895261/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Whacked! Review,XBOX,2002-10-18 18:22:00,5.6,Mediocre,https://www.gamespot.com/reviews/whacked-review/1900-2895128/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Tony Hawk's Pro Skater 3 Review,N64,2002-10-18 13:26:00,8.1,Great,https://www.gamespot.com/reviews/tony-hawks-pro-skater-3-review/1900-2880523/,0,6,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Chase: Hollywood Stunt Driver Review,XBOX,2002-10-17 17:28:00,6.5,Fair,https://www.gamespot.com/reviews/chase-hollywood-stunt-driver-review/1900-2894970/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Knockout Kings 2003 Review,GC,2002-10-16 18:09:00,8.3,Great,https://www.gamespot.com/reviews/knockout-kings-2003-review/1900-2894847/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Legaia 2: Duel Saga Review,PS2,2002-10-16 17:42:00,7,Good,https://www.gamespot.com/reviews/legaia-2-duel-saga-review/1900-2894857/,0,6,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Smuggler's Run Review,GBA,2002-10-16 17:29:00,3.1,Bad,https://www.gamespot.com/reviews/smugglers-run-review/1900-2894849/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Grandia Xtreme Review,PS2,2002-10-15 17:44:00,6.2,Fair,https://www.gamespot.com/reviews/grandia-xtreme-review/1900-2894772/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Loons: The Fight for Fame Review,XBOX,2002-10-15 17:40:00,4.4,Poor,https://www.gamespot.com/reviews/loons-the-fight-for-fame-review/1900-2894771/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Evolution Skateboarding Review,PS2,2002-10-15 16:50:00,4,Poor,https://www.gamespot.com/reviews/evolution-skateboarding-review/1900-2894756/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
NHL 2003 Review,GC,2002-10-14 19:06:00,8.2,Great,https://www.gamespot.com/reviews/nhl-2003-review/1900-2886758/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
NHL 2003 Review,PS2,2002-10-14 19:05:00,8.3,Great,https://www.gamespot.com/reviews/nhl-2003-review/1900-2886866/,1,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Red Faction II Review,PS2,2002-10-14 18:56:00,8.3,Great,https://www.gamespot.com/reviews/red-faction-ii-review/1900-2885482/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
RollerCoaster Tycoon 2 Review,PC,2002-10-14 17:38:00,7,Good,https://www.gamespot.com/reviews/rollercoaster-tycoon-2-review/1900-2885478/,4,4,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Crazy Taxi Review,PC,2002-10-14 16:55:00,5.4,Mediocre,https://www.gamespot.com/reviews/crazy-taxi-review/1900-2885470/,2,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Egg Mania: Eggstreme Madness Review,PS2,2002-10-14 16:08:00,6.4,Fair,https://www.gamespot.com/reviews/egg-mania-eggstreme-madness-review/1900-2885485/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Defender of the Crown Review,GBA,2002-10-11 18:52:00,6.3,Fair,https://www.gamespot.com/reviews/defender-of-the-crown-review/1900-2885381/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Law & Order: Dead on the Money Review,PC,2002-10-11 18:39:00,6.5,Fair,https://www.gamespot.com/reviews/law-and-order-dead-on-the-money-review/1900-2885156/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
NBA Live 2003 Review,XBOX,2002-10-11 18:25:00,8.2,Great,https://www.gamespot.com/reviews/nba-live-2003-review/1900-2885364/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Gravity Games Bike: Street Vert Dirt Review,XBOX,2002-10-11 18:20:00,1.4,Abysmal,https://www.gamespot.com/reviews/gravity-games-bike-street-vert-dirt-review/1900-2885404/,1,6,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Namco Museum Review,GC,2002-10-11 17:35:00,6.5,Fair,https://www.gamespot.com/reviews/namco-museum-review/1900-2885387/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Namco Museum Review,XBOX,2002-10-11 17:34:00,6.5,Fair,https://www.gamespot.com/reviews/namco-museum-review/1900-2885393/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Season Ticket Basketball 2003 Review,PC,2002-10-11 17:26:00,8.1,Great,https://www.gamespot.com/reviews/season-ticket-basketball-2003-review/1900-2885322/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Batman: Vengeance Review,PC,2002-10-11 17:25:00,4.5,Poor,https://www.gamespot.com/reviews/batman-vengeance-review/1900-2885302/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Industry Giant II Review,PC,2002-10-11 17:25:00,5.8,Mediocre,https://www.gamespot.com/reviews/industry-giant-ii-review/1900-2885336/,0,12,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
NBA Live 2003 Review,GC,2002-10-11 16:04:00,8.2,Great,https://www.gamespot.com/reviews/nba-live-2003-review/1900-2885367/,0,3,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
NHL 2003 Review,PC,2002-10-11 14:12:00,8.4,Great,https://www.gamespot.com/reviews/nhl-2003-review/1900-2885036/,0,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Rayman Arena Review,PS2,2002-10-10 19:26:00,5.7,Mediocre,https://www.gamespot.com/reviews/rayman-arena-review/1900-2885225/,0,3,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Rayman Arena Review,GC,2002-10-10 19:24:00,6.2,Fair,https://www.gamespot.com/reviews/rayman-arena-review/1900-2885257/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Rayman Arena Review,XBOX,2002-10-10 19:24:00,6.2,Fair,https://www.gamespot.com/reviews/rayman-arena-review/1900-2885256/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
NBA Live 2003 Review,PS2,2002-10-10 18:47:00,8.5,Great,https://www.gamespot.com/reviews/nba-live-2003-review/1900-2885232/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
NBA 2K3 Review,XBOX,2002-10-10 18:33:00,8.4,Great,https://www.gamespot.com/reviews/nba-2k3-review/1900-2885214/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Rayman Arena Review,PC,2002-10-10 18:17:00,5.1,Mediocre,https://www.gamespot.com/reviews/rayman-arena-review/1900-2885204/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
